ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
ML,2020-08-25,15,15,0,0,0
NC,2020-08-25,151,151,0,0,0
PV,2020-08-25,821,821,0,0,0
RI,2020-08-25,89,89,0,0,0
VC,2020-08-25,591,591,0,0,0
AN,2020-08-26,1003,1003,0,0,0
AR,2020-08-26,262,262,0,0,0
AS,2020-08-26,36,36,0,0,0
CB,2020-08-26,134,134,0,0,0
CE,2020-08-26,8,8,0,0,0
CL,2020-08-26,423,422,0,1,0
CM,2020-08-26,452,452,0,0,0
CN,2020-08-26,298,298,0,0,0
CT,2020-08-26,1260,1253,0,7,0
EX,2020-08-26,96,96,0,0,0
GA,2020-08-26,268,268,0,0,0
IB,2020-08-26,284,284,0,0,0
MC,2020-08-26,316,316,0,0,0
MD,2020-08-26,3134,3134,0,0,0
ML,2020-08-26,10,10,0,0,0
NC,2020-08-26,277,277,0,0,0
PV,2020-08-26,689,689,0,0,0
RI,2020-08-26,128,128,0,0,0
VC,2020-08-26,681,681,0,0,0
AN,2020-08-27,986,986,0,0,0
AR,2020-08-27,216,216,0,0,0
AS,2020-08-27,37,37,0,0,0
CB,2020-08-27,98,98,0,0,0
CE,2020-08-27,6,6,0,0,0
CL,2020-08-27,574,573,0,1,0
CM,2020-08-27,496,496,0,0,0
CN,2020-08-27,303,302,0,0,1
CT,2020-08-27,1232,1227,0,5,0
EX,2020-08-27,90,89,0,0,1
GA,2020-08-27,269,269,0,0,0
IB,2020-08-27,234,234,0,0,0
MC,2020-08-27,397,397,0,0,0
MD,2020-08-27,3185,3184,0,1,0
ML,2020-08-27,6,6,0,0,0
NC,2020-08-27,149,149,0,0,0
PV,2020-08-27,481,481,0,0,0
RI,2020-08-27,78,78,0,0,0
VC,2020-08-27,563,563,0,0,0
AN,2020-08-28,1014,1014,0,0,0
AR,2020-08-28,282,282,0,0,0
AS,2020-08-28,45,45,0,0,0
CB,2020-08-28,136,136,0,0,0
CE,2020-08-28,4,4,0,0,0
CL,2020-08-28,518,517,0,1,0
CM,2020-08-28,493,493,0,0,0
CN,2020-08-28,281,280,0,0,1
CT,2020-08-28,1215,1213,0,2,0
EX,2020-08-28,138,138,0,0,0
GA,2020-08-28,223,223,0,0,0
IB,2020-08-28,243,243,0,0,0
MC,2020-08-28,338,338,0,0,0
MD,2020-08-28,4409,4408,0,1,0
ML,2020-08-28,16,14,0,0,2
NC,2020-08-28,157,157,0,0,0
PV,2020-08-28,483,483,0,0,0
RI,2020-08-28,86,85,0,0,1
VC,2020-08-28,675,675,0,0,0
AN,2020-08-29,873,873,0,0,0
AR,2020-08-29,261,261,0,0,0
AS,2020-08-29,31,31,0,0,0
CB,2020-08-29,114,114,0,0,0
CE,2020-08-29,7,7,0,0,0
CL,2020-08-29,504,504,0,0,0
CM,2020-08-29,382,382,0,0,0
CN,2020-08-29,281,281,0,0,0
CT,2020-08-29,663,663,0,0,0
EX,2020-08-29,104,102,0,0,2
GA,2020-08-29,238,238,0,0,0
IB,2020-08-29,228,228,0,0,0
MC,2020-08-29,329,329,0,0,0
MD,2020-08-29,1729,1727,0,2,0
ML,2020-08-29,19,19,0,0,0
NC,2020-08-29,158,158,0,0,0
PV,2020-08-29,519,519,0,0,0
RI,2020-08-29,85,84,0,0,1
VC,2020-08-29,638,638,0,0,0
AN,2020-08-30,791,791,0,0,0
AR,2020-08-30,204,204,0,0,0
AS,2020-08-30,47,47,0,0,0
CB,2020-08-30,98,98,0,0,0
CE,2020-08-30,10,10,0,0,0
CL,2020-08-30,319,318,0,1,0
CM,2020-08-30,346,346,0,0,0
CN,2020-08-30,273,273,0,0,0
CT,2020-08-30,609,608,0,1,0
EX,2020-08-30,121,121,0,0,0
GA,2020-08-30,253,253,0,0,0
IB,2020-08-30,158,158,0,0,0
MC,2020-08-30,319,319,0,0,0
MD,2020-08-30,1547,1545,0,2,0
ML,2020-08-30,10,10,0,0,0
NC,2020-08-30,103,103,0,0,0
PV,2020-08-30,560,560,0,0,0
RI,2020-08-30,86,86,0,0,0
VC,2020-08-30,384,384,0,0,0
AN,2020-08-31,965,965,0,0,0
AR,2020-08-31,314,314,0,0,0
AS,2020-08-31,37,37,0,0,0
CB,2020-08-31,128,128,0,0,0
CE,2020-08-31,14,14,0,0,0
CL,2020-08-31,329,328,0,1,0
CM,2020-08-31,480,480,0,0,0
CN,2020-08-31,292,292,0,0,0
CT,2020-08-31,1130,1127,0,3,0
EX,2020-08-31,101,99,0,1,1
GA,2020-08-31,242,242,0,0,0
IB,2020-08-31,229,229,0,0,0
MC,2020-08-31,322,322,0,0,0
MD,2020-08-31,2120,2119,0,1,0
ML,2020-08-31,14,14,0,0,0
NC,2020-08-31,204,204,0,0,0
PV,2020-08-31,672,672,0,0,0
RI,2020-08-31,60,60,0,0,0
VC,2020-08-31,496,496,0,0,0
AN,2020-09-01,1094,1094,0,0,0
AR,2020-09-01,293,293,0,0,0
AS,2020-09-01,64,64,0,0,0
CB,2020-09-01,120,120,0,0,0
CE,2020-09-01,9,9,0,0,0
CL,2020-09-01,502,502,0,0,0
CM,2020-09-01,587,587,0,0,0
CN,2020-09-01,274,274,0,0,0
CT,2020-09-01,1257,1249,0,8,0
EX,2020-09-01,120,120,0,0,0
GA,2020-09-01,247,247,0,0,0
IB,2020-09-01,225,225,0,0,0
MC,2020-09-01,383,383,0,0,0
MD,2020-09-01,4250,4237,0,13,0
ML,2020-09-01,32,31,0,0,1
NC,2020-09-01,214,214,0,0,0
PV,2020-09-01,738,738,0,0,0
RI,2020-09-01,93,93,0,0,0
VC,2020-09-01,565,565,0,0,0
AN,2020-09-02,984,984,0,0,0
AR,2020-09-02,272,272,0,0,0
AS,2020-09-02,56,56,0,0,0
CB,2020-09-02,106,106,0,0,0
CE,2020-09-02,8,8,0,0,0
CL,2020-09-02,491,490,0,1,0
CM,2020-09-02,650,650,0,0,0
CN,2020-09-02,256,255,0,0,1
CT,2020-09-02,1097,1091,0,6,0
EX,2020-09-02,143,143,0,0,0
GA,2020-09-02,260,260,0,0,0
IB,2020-09-02,205,204,1,0,0
MC,2020-09-02,388,388,0,0,0
MD,2020-09-02,3830,3821,0,9,0
ML,2020-09-02,27,27,0,0,0
NC,2020-09-02,178,178,0,0,0
PV,2020-09-02,602,602,0,0,0
RI,2020-09-02,90,88,0,0,2
VC,2020-09-02,614,614,0,0,0
AN,2020-09-03,912,912,0,0,0
AR,2020-09-03,309,309,0,0,0
AS,2020-09-03,88,88,0,0,0
CB,2020-09-03,71,71,0,0,0
CE,2020-09-03,5,5,0,0,0
CL,2020-09-03,606,605,0,1,0
CM,2020-09-03,631,631,0,0,0
CN,2020-09-03,261,261,0,0,0
CT,2020-09-03,1138,1133,0,5,0
EX,2020-09-03,174,173,0,0,1
GA,2020-09-03,210,210,0,0,0
IB,2020-09-03,196,195,1,0,0
MC,2020-09-03,346,346,0,0,0
MD,2020-09-03,3806,3800,0,6,0
ML,2020-09-03,20,18,0,0,2
NC,2020-09-03,207,207,0,0,0
PV,2020-09-03,498,498,0,0,0
RI,2020-09-03,112,112,0,0,0
VC,2020-09-03,521,521,0,0,0
AN,2020-09-04,1191,1191,0,0,0
AR,2020-09-04,322,322,0,0,0
AS,2020-09-04,36,36,0,0,0
CB,2020-09-04,79,79,0,0,0
CE,2020-09-04,9,9,0,0,0
CL,2020-09-04,567,564,0,3,0
CM,2020-09-04,627,627,0,0,0
CN,2020-09-04,272,272,0,0,0
CT,2020-09-04,1268,1262,0,6,0
EX,2020-09-04,146,146,0,0,0
GA,2020-09-04,263,263,0,0,0
IB,2020-09-04,154,154,0,0,0
MC,2020-09-04,365,365,0,0,0
MD,2020-09-04,4591,4587,0,4,0
ML,2020-09-04,22,20,0,0,2
NC,2020-09-04,213,213,0,0,0
PV,2020-09-04,409,409,0,0,0
RI,2020-09-04,94,94,0,0,0
VC,2020-09-04,622,622,0,0,0
AN,2020-09-05,978,978,0,0,0
AR,2020-09-05,345,345,0,0,0
AS,2020-09-05,53,53,0,0,0
CB,2020-09-05,102,102,0,0,0
CE,2020-09-05,6,6,0,0,0
CL,2020-09-05,541,540,0,1,0
CM,2020-09-05,566,566,0,0,0
CN,2020-09-05,240,240,0,0,0
CT,2020-09-05,755,755,0,0,0
EX,2020-09-05,146,146,0,0,0
GA,2020-09-05,257,257,0,0,0
IB,2020-09-05,148,148,0,0,0
MC,2020-09-05,379,379,0,0,0
MD,2020-09-05,2604,2598,0,6,0
ML,2020-09-05,13,11,0,0,2
NC,2020-09-05,245,245,0,0,0
PV,2020-09-05,607,607,0,0,0
RI,2020-09-05,84,83,0,0,1
VC,2020-09-05,534,534,0,0,0
AN,2020-09-06,865,865,0,0,0
AR,2020-09-06,239,239,0,0,0
AS,2020-09-06,30,30,0,0,0
CB,2020-09-06,159,159,0,0,0
CE,2020-09-06,11,11,0,0,0
CL,2020-09-06,530,530,0,0,0
CM,2020-09-06,416,416,0,0,0
CN,2020-09-06,186,186,0,0,0
CT,2020-09-06,568,567,0,1,0
EX,2020-09-06,127,127,0,0,0
GA,2020-09-06,253,253,0,0,0
IB,2020-09-06,123,122,1,0,0
MC,2020-09-06,307,307,0,0,0
MD,2020-09-06,2262,2253,0,9,0
ML,2020-09-06,18,16,0,0,2
NC,2020-09-06,192,192,0,0,0
PV,2020-09-06,609,609,0,0,0
RI,2020-09-06,49,49,0,0,0
VC,2020-09-06,384,384,0,0,0
AN,2020-09-07,843,843,0,0,0
AR,2020-09-07,335,335,0,0,0
AS,2020-09-07,50,50,0,0,0
CB,2020-09-07,148,148,0,0,0
CE,2020-09-07,6,6,0,0,0
CL,2020-09-07,509,506,0,3,0
CM,2020-09-07,566,565,0,1,0
CN,2020-09-07,198,197,0,0,1
CT,2020-09-07,1000,997,0,3,0
EX,2020-09-07,135,135,0,0,0
GA,2020-09-07,244,244,0,0,0
IB,2020-09-07,195,195,0,0,0
MC,2020-09-07,382,382,0,0,0
MD,2020-09-07,2997,2987,0,10,0
ML,2020-09-07,16,16,0,0,0
NC,2020-09-07,322,322,0,0,0
PV,2020-09-07,608,608,0,0,0
RI,2020-09-07,101,101,0,0,0
VC,2020-09-07,548,548,0,0,0
AN,2020-09-08,1020,1020,0,0,0
AR,2020-09-08,365,365,0,0,0
AS,2020-09-08,49,49,0,0,0
CB,2020-09-08,106,106,0,0,0
CE,2020-09-08,15,15,0,0,0
CL,2020-09-08,645,644,0,1,0
CM,2020-09-08,625,625,0,0,0
CN,2020-09-08,201,201,0,0,0
CT,2020-09-08,1067,1063,0,4,0
EX,2020-09-08,135,135,0,0,0
GA,2020-09-08,226,226,0,0,0
IB,2020-09-08,158,157,1,0,0
MC,2020-09-08,427,427,0,0,0
MD,2020-09-08,4438,4433,0,5,0
ML,2020-09-08,26,24,0,0,2
NC,2020-09-08,272,272,0,0,0
PV,2020-09-08,673,673,0,0,0
RI,2020-09-08,88,88,0,0,0
VC,2020-09-08,575,575,0,0,0
AN,2020-09-09,1168,1168,0,0,0
AR,2020-09-09,372,372,0,0,0
AS,2020-09-09,68,68,0,0,0
CB,2020-09-09,124,124,0,0,0
CE,2020-09-09,4,4,0,0,0
CL,2020-09-09,619,619,0,0,0
CM,2020-09-09,704,704,0,0,0
CN,2020-09-09,228,228,0,0,0
CT,2020-09-09,1042,1035,0,7,0
EX,2020-09-09,216,215,0,0,1
GA,2020-09-09,202,202,0,0,0
IB,2020-09-09,161,158,3,0,0
MC,2020-09-09,394,394,0,0,0
MD,2020-09-09,4827,4821,0,6,0
ML,2020-09-09,42,36,0,0,6
NC,2020-09-09,306,306,0,0,0
PV,2020-09-09,526,526,0,0,0
RI,2020-09-09,100,100,0,0,0
VC,2020-09-09,557,557,0,0,0
AN,2020-09-10,1131,1131,0,0,0
AR,2020-09-10,354,353,0,1,0
AS,2020-09-10,51,51,0,0,0
CB,2020-09-10,113,113,0,0,0
CE,2020-09-10,9,9,0,0,0
CL,2020-09-10,851,849,0,2,0
CM,2020-09-10,833,832,0,1,0
CN,2020-09-10,236,236,0,0,0
CT,2020-09-10,1233,1232,0,1,0
EX,2020-09-10,221,221,0,0,0
GA,2020-09-10,272,272,0,0,0
IB,2020-09-10,162,162,0,0,0
MC,2020-09-10,424,424,0,0,0
MD,2020-09-10,4306,4299,0,7,0
ML,2020-09-10,36,33,0,0,3
NC,2020-09-10,312,312,0,0,0
PV,2020-09-10,322,322,0,0,0
RI,2020-09-10,85,84,0,0,1
VC,2020-09-10,583,583,0,0,0
AN,2020-09-11,1300,1300,0,0,0
AR,2020-09-11,448,448,0,0,0
AS,2020-09-11,72,72,0,0,0
CB,2020-09-11,74,74,0,0,0
CE,2020-09-11,19,19,0,0,0
CL,2020-09-11,845,845,0,0,0
CM,2020-09-11,710,710,0,0,0
CN,2020-09-11,196,196,0,0,0
CT,2020-09-11,728,727,0,1,0
EX,2020-09-11,213,212,0,0,1
GA,2020-09-11,201,201,0,0,0
IB,2020-09-11,151,151,0,0,0
MC,2020-09-11,456,456,0,0,0
MD,2020-09-11,5145,5139,0,6,0
ML,2020-09-11,26,26,0,0,0
NC,2020-09-11,313,313,0,0,0
PV,2020-09-11,308,308,0,0,0
RI,2020-09-11,101,101,0,0,0
VC,2020-09-11,571,571,0,0,0
AN,2020-09-12,951,951,0,0,0
AR,2020-09-12,373,373,0,0,0
AS,2020-09-12,64,64,0,0,0
CB,2020-09-12,89,89,0,0,0
CE,2020-09-12,7,7,0,0,0
CL,2020-09-12,641,641,0,0,0
CM,2020-09-12,686,686,0,0,0
CN,2020-09-12,221,221,0,0,0
CT,2020-09-12,810,810,0,0,0
EX,2020-09-12,201,201,0,0,0
GA,2020-09-12,200,200,0,0,0
IB,2020-09-12,111,111,0,0,0
MC,2020-09-12,443,443,0,0,0
MD,2020-09-12,2984,2980,0,4,0
ML,2020-09-12,27,25,0,0,2
NC,2020-09-12,282,282,0,0,0
PV,2020-09-12,430,430,0,0,0
RI,2020-09-12,140,140,0,0,0
VC,2020-09-12,437,437,0,0,0
AN,2020-09-13,805,804,0,1,0
AR,2020-09-13,348,348,0,0,0
AS,2020-09-13,74,74,0,0,0
CB,2020-09-13,133,133,0,0,0
CE,2020-09-13,5,5,0,0,0
CL,2020-09-13,590,590,0,0,0
CM,2020-09-13,540,540,0,0,0
CN,2020-09-13,163,163,0,0,0
CT,2020-09-13,606,606,0,0,0
EX,2020-09-13,191,191,0,0,0
GA,2020-09-13,217,217,0,0,0
IB,2020-09-13,121,121,0,0,0
MC,2020-09-13,375,375,0,0,0
MD,2020-09-13,2344,2341,0,3,0
ML,2020-09-13,17,16,0,0,1
NC,2020-09-13,321,321,0,0,0
PV,2020-09-13,530,530,0,0,0
RI,2020-09-13,110,110,0,0,0
VC,2020-09-13,388,388,0,0,0
AN,2020-09-14,919,919,0,0,0
AR,2020-09-14,348,348,0,0,0
AS,2020-09-14,90,90,0,0,0
CB,2020-09-14,53,53,0,0,0
CE,2020-09-14,12,12,0,0,0
CL,2020-09-14,618,618,0,0,0
CM,2020-09-14,710,710,0,0,0
CN,2020-09-14,161,160,0,0,1
CT,2020-09-14,1126,1126,0,0,0
EX,2020-09-14,247,246,0,0,1
GA,2020-09-14,236,236,0,0,0
IB,2020-09-14,179,178,1,0,0
MC,2020-09-14,552,552,0,0,0
MD,2020-09-14,3450,3440,0,10,0
ML,2020-09-14,21,21,0,0,0
NC,2020-09-14,354,354,0,0,0
PV,2020-09-14,532,532,0,0,0
RI,2020-09-14,109,109,0,0,0
VC,2020-09-14,529,529,0,0,0
AN,2020-09-15,1015,1014,0,1,0
AR,2020-09-15,384,383,0,1,0
AS,2020-09-15,89,89,0,0,0
CB,2020-09-15,111,111,0,0,0
CE,2020-09-15,10,10,0,0,0
CL,2020-09-15,819,817,0,2,0
CM,2020-09-15,774,774,0,0,0
CN,2020-09-15,184,184,0,0,0
CT,2020-09-15,1283,1278,0,5,0
EX,2020-09-15,254,254,0,0,0
GA,2020-09-15,229,229,0,0,0
IB,2020-09-15,218,218,0,0,0
MC,2020-09-15,513,513,0,0,0
MD,2020-09-15,4771,4769,0,2,0
ML,2020-09-15,11,11,0,0,0
NC,2020-09-15,318,318,0,0,0
PV,2020-09-15,600,600,0,0,0
RI,2020-09-15,147,146,0,0,1
VC,2020-09-15,468,468,0,0,0
AN,2020-09-16,1229,1229,0,0,0
AR,2020-09-16,354,354,0,0,0
AS,2020-09-16,75,75,0,0,0
CB,2020-09-16,72,72,0,0,0
CE,2020-09-16,7,7,0,0,0
CL,2020-09-16,776,773,0,3,0
CM,2020-09-16,803,803,0,0,0
CN,2020-09-16,149,149,0,0,0
CT,2020-09-16,1318,1315,0,3,0
EX,2020-09-16,301,301,0,0,0
GA,2020-09-16,250,250,0,0,0
IB,2020-09-16,199,199,0,0,0
MC,2020-09-16,463,463,0,0,0
MD,2020-09-16,4437,4428,0,9,0
ML,2020-09-16,9,9,0,0,0
NC,2020-09-16,326,326,0,0,0
PV,2020-09-16,460,460,0,0,0
RI,2020-09-16,136,135,0,0,1
VC,2020-09-16,522,522,0,0,0
AN,2020-09-17,1135,1135,0,0,0
AR,2020-09-17,402,402,0,0,0
AS,2020-09-17,97,97,0,0,0
CB,2020-09-17,65,65,0,0,0
CE,2020-09-17,10,10,0,0,0
CL,2020-09-17,783,781,0,2,0
CM,2020-09-17,784,784,0,0,0
CN,2020-09-17,165,165,0,0,0
CT,2020-09-17,1132,1128,0,4,0
EX,2020-09-17,289,289,0,0,0
GA,2020-09-17,235,235,0,0,0
IB,2020-09-17,173,173,0,0,0
MC,2020-09-17,445,445,0,0,0
MD,2020-09-17,4482,4475,0,7,0
ML,2020-09-17,12,11,0,0,1
NC,2020-09-17,297,297,0,0,0
PV,2020-09-17,387,387,0,0,0
RI,2020-09-17,110,109,0,0,1
VC,2020-09-17,475,475,0,0,0
AN,2020-09-18,1387,1382,0,5,0
AR,2020-09-18,369,369,0,0,0
AS,2020-09-18,81,81,0,0,0
CB,2020-09-18,64,64,0,0,0
CE,2020-09-18,19,19,0,0,0
CL,2020-09-18,872,870,0,2,0
CM,2020-09-18,839,838,0,1,0
CN,2020-09-18,189,189,0,0,0
CT,2020-09-18,1307,1299,0,8,0
EX,2020-09-18,291,291,0,0,0
GA,2020-09-18,230,230,0,0,0
IB,2020-09-18,135,135,0,0,0
MC,2020-09-18,487,487,0,0,0
MD,2020-09-18,6745,6733,0,12,0
ML,2020-09-18,9,8,0,0,1
NC,2020-09-18,328,328,0,0,0
PV,2020-09-18,310,310,0,0,0
RI,2020-09-18,77,77,0,0,0
VC,2020-09-18,450,450,0,0,0
AN,2020-09-19,1044,1043,0,1,0
AR,2020-09-19,354,354,0,0,0
AS,2020-09-19,68,68,0,0,0
CB,2020-09-19,56,56,0,0,0
CE,2020-09-19,11,11,0,0,0
CL,2020-09-19,708,706,0,2,0
CM,2020-09-19,663,663,0,0,0
CN,2020-09-19,179,179,0,0,0
CT,2020-09-19,766,766,0,0,0
EX,2020-09-19,182,182,0,0,0
GA,2020-09-19,284,284,0,0,0
IB,2020-09-19,121,121,0,0,0
MC,2020-09-19,457,457,0,0,0
MD,2020-09-19,2326,2310,0,16,0
ML,2020-09-19,25,24,0,0,1
NC,2020-09-19,223,223,0,0,0
PV,2020-09-19,373,373,0,0,0
RI,2020-09-19,71,70,0,0,1
VC,2020-09-19,398,398,0,0,0
AN,2020-09-20,782,780,0,2,0
AR,2020-09-20,256,256,0,0,0
AS,2020-09-20,77,77,0,0,0
CB,2020-09-20,61,61,0,0,0
CE,2020-09-20,9,9,0,0,0
CL,2020-09-20,651,648,0,3,0
CM,2020-09-20,489,489,0,0,0
CN,2020-09-20,147,147,0,0,0
CT,2020-09-20,706,706,0,0,0
EX,2020-09-20,186,185,0,1,0
GA,2020-09-20,216,216,0,0,0
IB,2020-09-20,105,105,0,0,0
MC,2020-09-20,324,324,0,0,0
MD,2020-09-20,1877,1849,0,28,0
ML,2020-09-20,22,19,0,0,3
NC,2020-09-20,292,292,0,0,0
PV,2020-09-20,471,471,0,0,0
RI,2020-09-20,94,94,0,0,0
VC,2020-09-20,321,321,0,0,0
AN,2020-09-21,1038,1036,0,2,0
AR,2020-09-21,357,357,0,0,0
AS,2020-09-21,119,119,0,0,0
CB,2020-09-21,64,64,0,0,0
CE,2020-09-21,20,20,0,0,0
CL,2020-09-21,631,626,0,5,0
CM,2020-09-21,607,607,0,0,0
CN,2020-09-21,240,240,0,0,0
CT,2020-09-21,1294,1287,0,7,0
EX,2020-09-21,242,242,0,0,0
GA,2020-09-21,251,251,0,0,0
IB,2020-09-21,129,128,0,1,0
MC,2020-09-21,485,485,0,0,0
MD,2020-09-21,3075,3000,0,75,0
ML,2020-09-21,32,29,0,0,3
NC,2020-09-21,376,376,0,0,0
PV,2020-09-21,370,370,0,0,0
RI,2020-09-21,79,78,0,0,1
VC,2020-09-21,427,427,0,0,0
AN,2020-09-22,1240,1233,0,7,0
AR,2020-09-22,310,310,0,0,0
AS,2020-09-22,145,145,0,0,0
CB,2020-09-22,53,53,0,0,0
CE,2020-09-22,21,21,0,0,0
CL,2020-09-22,724,716,0,8,0
CM,2020-09-22,703,703,0,0,0
CN,2020-09-22,168,168,0,0,0
CT,2020-09-22,1165,1163,0,2,0
EX,2020-09-22,238,238,0,0,0
GA,2020-09-22,227,227,0,0,0
IB,2020-09-22,119,118,0,1,0
MC,2020-09-22,484,484,0,0,0
MD,2020-09-22,5291,5205,0,86,0
ML,2020-09-22,42,42,0,0,0
NC,2020-09-22,354,354,0,0,0
PV,2020-09-22,411,411,0,0,0
RI,2020-09-22,81,81,0,0,0
VC,2020-09-22,475,475,0,0,0
AN,2020-09-23,1287,1279,0,8,0
AR,2020-09-23,300,300,0,0,0
AS,2020-09-23,73,73,0,0,0
CB,2020-09-23,58,58,0,0,0
CE,2020-09-23,14,14,0,0,0
CL,2020-09-23,802,799,0,3,0
CM,2020-09-23,730,730,0,0,0
CN,2020-09-23,127,125,0,0,2
CT,2020-09-23,1159,1151,0,8,0
EX,2020-09-23,204,204,0,0,0
GA,2020-09-23,193,193,0,0,0
IB,2020-09-23,101,101,0,0,0
MC,2020-09-23,434,434,0,0,0
MD,2020-09-23,4735,4638,0,97,0
ML,2020-09-23,32,32,0,0,0
NC,2020-09-23,320,320,0,0,0
PV,2020-09-23,489,489,0,0,0
RI,2020-09-23,102,100,0,1,1
VC,2020-09-23,447,447,0,0,0
AN,2020-09-24,1305,1280,0,25,0
AR,2020-09-24,355,355,0,0,0
AS,2020-09-24,67,67,0,0,0
CB,2020-09-24,26,26,0,0,0
CE,2020-09-24,18,17,0,1,0
CL,2020-09-24,865,860,0,5,0
CM,2020-09-24,673,673,0,0,0
CN,2020-09-24,167,167,0,0,0
CT,2020-09-24,878,876,0,2,0
EX,2020-09-24,239,238,0,1,0
GA,2020-09-24,172,172,0,0,0
IB,2020-09-24,100,100,0,0,0
MC,2020-09-24,566,566,0,0,0
MD,2020-09-24,4276,4143,0,133,0
ML,2020-09-24,35,35,0,0,0
NC,2020-09-24,267,267,0,0,0
PV,2020-09-24,362,362,0,0,0
RI,2020-09-24,111,110,0,0,1
VC,2020-09-24,406,406,0,0,0
AN,2020-09-25,1361,1324,0,37,0
AR,2020-09-25,346,346,0,0,0
AS,2020-09-25,63,63,0,0,0
CB,2020-09-25,66,66,0,0,0
CE,2020-09-25,21,21,0,0,0
CL,2020-09-25,822,821,0,1,0
CM,2020-09-25,689,686,0,3,0
CN,2020-09-25,157,154,0,0,3
CT,2020-09-25,1132,1131,0,1,0
EX,2020-09-25,149,149,0,0,0
GA,2020-09-25,173,173,0,0,0
IB,2020-09-25,109,109,0,0,0
MC,2020-09-25,420,420,0,0,0
MD,2020-09-25,4574,4418,0,156,0
ML,2020-09-25,30,30,0,0,0
NC,2020-09-25,324,324,0,0,0
PV,2020-09-25,282,282,0,0,0
RI,2020-09-25,78,78,0,0,0
VC,2020-09-25,435,435,0,0,0
AN,2020-09-26,1224,1208,0,16,0
AR,2020-09-26,303,303,0,0,0
AS,2020-09-26,58,58,0,0,0
CB,2020-09-26,34,34,0,0,0
CE,2020-09-26,25,24,0,0,1
CL,2020-09-26,591,590,0,1,0
CM,2020-09-26,566,565,0,1,0
CN,2020-09-26,165,164,0,0,1
CT,2020-09-26,707,707,0,0,0
EX,2020-09-26,138,138,0,0,0
GA,2020-09-26,161,161,0,0,0
IB,2020-09-26,88,88,0,0,0
MC,2020-09-26,384,384,0,0,0
MD,2020-09-26,1993,1841,0,152,0
ML,2020-09-26,25,25,0,0,0
NC,2020-09-26,268,267,0,1,0
PV,2020-09-26,395,395,0,0,0
RI,2020-09-26,60,60,0,0,0
VC,2020-09-26,362,362,0,0,0
AN,2020-09-27,728,710,0,18,0
AR,2020-09-27,309,309,0,0,0
AS,2020-09-27,134,134,0,0,0
CB,2020-09-27,43,43,0,0,0
CE,2020-09-27,14,14,0,0,0
CL,2020-09-27,382,379,0,3,0
CM,2020-09-27,404,403,0,1,0
CN,2020-09-27,146,145,0,0,1
CT,2020-09-27,630,629,0,1,0
EX,2020-09-27,132,132,0,0,0
GA,2020-09-27,173,173,0,0,0
IB,2020-09-27,74,74,0,0,0
MC,2020-09-27,353,353,0,0,0
MD,2020-09-27,1633,1495,0,138,0
ML,2020-09-27,32,32,0,0,0
NC,2020-09-27,242,241,0,1,0
PV,2020-09-27,376,376,0,0,0
RI,2020-09-27,81,80,0,0,1
VC,2020-09-27,257,257,0,0,0
AN,2020-09-28,898,850,0,48,0
AR,2020-09-28,327,327,0,0,0
AS,2020-09-28,82,82,0,0,0
CB,2020-09-28,40,40,0,0,0
CE,2020-09-28,31,30,0,0,1
CL,2020-09-28,583,574,0,8,1
CM,2020-09-28,573,572,0,1,0
CN,2020-09-28,142,142,0,0,0
CT,2020-09-28,1290,1287,0,3,0
EX,2020-09-28,156,155,0,1,0
GA,2020-09-28,206,206,0,0,0
IB,2020-09-28,82,81,0,1,0
MC,2020-09-28,389,389,0,0,0
MD,2020-09-28,2760,2427,0,333,0
ML,2020-09-28,32,32,0,0,0
NC,2020-09-28,356,355,0,1,0
PV,2020-09-28,425,425,0,0,0
RI,2020-09-28,95,94,0,0,1
VC,2020-09-28,416,416,0,0,0
AN,2020-09-29,1228,1173,0,55,0
AR,2020-09-29,340,340,0,0,0
AS,2020-09-29,141,141,0,0,0
CB,2020-09-29,50,50,0,0,0
CE,2020-09-29,20,20,0,0,0
CL,2020-09-29,799,792,0,7,0
CM,2020-09-29,483,476,0,7,0
CN,2020-09-29,154,154,0,0,0
CT,2020-09-29,1393,1390,0,3,0
EX,2020-09-29,215,211,0,3,1
GA,2020-09-29,200,200,0,0,0
IB,2020-09-29,79,78,0,1,0
MC,2020-09-29,376,376,0,0,0
MD,2020-09-29,3684,3311,0,373,0
ML,2020-09-29,36,36,0,0,0
NC,2020-09-29,294,294,0,0,0
PV,2020-09-29,415,415,0,0,0
RI,2020-09-29,76,76,0,0,0
VC,2020-09-29,396,396,0,0,0
AN,2020-09-30,1349,1262,0,87,0
AR,2020-09-30,307,307,0,0,0
AS,2020-09-30,114,114,0,0,0
CB,2020-09-30,42,42,0,0,0
CE,2020-09-30,12,12,0,0,0
CL,2020-09-30,780,768,0,12,0
CM,2020-09-30,625,616,0,9,0
CN,2020-09-30,149,147,0,0,2
CT,2020-09-30,1374,1371,0,3,0
EX,2020-09-30,207,205,0,0,2
GA,2020-09-30,226,226,0,0,0
IB,2020-09-30,56,56,0,0,0
MC,2020-09-30,446,446,0,0,0
MD,2020-09-30,2909,2393,0,516,0
ML,2020-09-30,40,40,0,0,0
NC,2020-09-30,272,270,0,2,0
PV,2020-09-30,324,324,0,0,0
RI,2020-09-30,85,83,0,1,1
